Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Lane Steel Fabricators,Construction,Chattanooga,TN,37407,4311 7Th Avenue,lanesteelfab.us,https://www.linkedin.com/company/lane-steel-fabricators-llc,1-10,1M-5M,1,"Lane Steel Fabricators a brief history of the business. My grandfather started this business in 1969 in his back yard. In the beginning, he would work all day on fabricating, then do take offs and pricing at night. When he finally made some head way he was able to purchase the property located at 43","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Larossa | House Flip Expert,Construction,Chattanooga,TN,37404,1214 Mccallie Avenue,larossaconstruction.com,https://www.linkedin.com/company/larossa,11-50,1M-5M,1,Home Flippers who focus on a PROFIT FIRST approach. Over a decade of experience and HUNDREDS of houses flipped for Sale or Rent.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Lawn Pros of Chattanooga,Facilities Services,Chattanooga,TN,37406,2005 Stuart Street,lawnproschattanooga.com,https://www.linkedin.com/company/lawn-pros-of-chattanooga,11-50,1M-5M,1,Landscape Company located in Chattanooga TN. We specialize in landscape design and build.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
LegallyHighest® THC Seltzer,Wholesale Food And Beverage,Chattanooga,TN,37404,2310 Vance Avenue #102,legallyhighest.com,https://www.linkedin.com/company/legally-highest,1-10,1M-5M,1,"Legally Highest THC Seltzer is the first and fastest growing THC seltzer brand in New Jersey. Our mission is to provide high-quality, innovative THC-infused beverages to adults 21 and over. Our seltzer is made with all-natural ingredients and comes in a variety of refreshing flavors. We use a propri","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Liberty Land Carriers,Truck Transportation,Chattanooga,TN,37421,2217 Polymer Drive,libertylandcarriers.com,https://www.linkedin.com/company/liberty-land-carriers,51-200,10M-25M,1,"Liberty Land Carriers offers a unique shipping experience with customer service second to none. We strive to be the most efficient, time-bound, consistent, and trust-worthy dry-van carrier from the southeast.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Living Stone Construction LLC,Construction,Chattanooga,TN,37404,1103 South Willow Street,livingstoneconstructionllc.com,https://www.linkedin.com/company/living-stone-construction-llc,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Local Roofer LLC,Construction,Chattanooga,TN,37421,7022 Shallowford Road Suite 1 Unit 544,thelocalroofr.com,https://www.linkedin.com/company/local-roofer,11-50,1M-5M,1,"Local Roofer LLC has over 10-Years of experience in the trade; we do residential re-roofing, and have helped hundreds of homeowners with small roof repairs as well. At Local Roofer LLC our mission and goal has always been to build a long term relationship with our community in Chattanooga Tennessee.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Long Of Chattanooga Mercedes,Construction,Chattanooga,TN,37421,6039 International Drive,longofchatt.com,https://www.linkedin.com/company/long-of-chattanooga-mercedes,11-50,10M-25M,2,Buy a new or used car in the Chattanooga area near Dalton and Cleveland.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Lowder and Lowder Construction, Inc.",Construction,Chattanooga,TN,37343,2909 Hamill Road,lowderandlowderconstruction.com,https://www.linkedin.com/company/lowder-and-lowder-construction-inc,1-10,1M-5M,1,"For over 40 years, Tim and the team at Lowder & Lowder have been working hands-on with the Hixson and Chattanooga, TN, communities. Lowder and Lowder Construction is your one-stop construction company, whether it be for trenching, excavating, foundation repair, concrete, fire and water damage, kitch","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Lync America,Freight And Package Transportation,Chattanooga,TN,37407,2517 8Th Avenue,lyncamerica.com,https://www.linkedin.com/company/lync-america,11-50,1M-5M,1,"Provides truckload, less-than-truckload, and specialized transportation services using its own assets or a network of local, regional, and national carriers.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Map Engineers,Construction,Chattanooga,TN,37421,7380 Applegate Lane,mapengineers.co.uk,https://www.linkedin.com/company/map-engineers,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Marion Environmental, Inc",Environmental Services,Chattanooga,TN,37405,115 Parmenas Lane,marionenvironmental.com,https://www.linkedin.com/company/marion-environmental-inc,51-200,25M-75M,9,"Marion is diversified and concentrates on regional business opportunities. Our areas of service include Phase I, II, IIIs, Emergency Response, industrial services, waste management, and hazardous and non-hazardous hauling.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Marion Environmental, Inc.",Environmental Services,Chattanooga,TN,37405,115 Parmenas Lane,marionenv.com,https://www.linkedin.com/company/marion-environmental-inc-,51-200,25M-75M,6,"Marion Environmental Incorporated (MEI) offers contracting and consulting services to clients throughout the Southeastern United States. We are committed to providing high-quality, cost-effective solutions to environmental problem. MEI is at the forefront of environmental technology, developing inno","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Maven Group LLC,Construction,Chattanooga,TN,37407,1302 East 36Th Street,hcmaven.com,https://www.linkedin.com/company/concerete-contractors-chattanooga,51-200,10M-25M,1,"Based in Chattanooga, Tennessee Maven Group LLC is a regional provider of earth supported concrete to the commercial and public construction market sectors. We have an aggregate of more than 3 decades of experience in commercial and public sector heavy civil, infrastructure, engineered walls, hardsc","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Max Defense System,Facilities Services,Chattanooga,TN,37412,1504 Merrill Street,maxdefensesystem.com,https://www.linkedin.com/company/max-defense-system,51-200,10M-25M,1,"Our Max-Defense Antimicrobial Service is a very meticulous and thorough five step process: clean, kill, coat, test, and document. Its the most proactive and precautionary service we offer dealing with microbes.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Max Trans Logistics,Truck Transportation,Chattanooga,TN,37402,1301 Riverfront Parkway 119,maxtranslogistics.com,https://www.linkedin.com/company/max-trans-logistics,51-200,10M-25M,1,"The heart of Max Trans Logistics is the 40,000 partner carriers in our system. With core carriers MTL has the ability to offer the reliability of dedicated assets with the flexibility of a full-service 3PL. Whether you are looking for drop trailers with multiple loads per day from a warehouse locati","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"MAYFIELD BROTHERS PEST CONTROL, INC.",Facilities Services,Chattanooga,TN,37422,,mayfieldbrotherspestcontrol.com,https://www.linkedin.com/company/mayfield-brothers-pest-control-inc.,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"MC Builders, LLC",Construction,Chattanooga,TN,37421,2115 Chapman Road Suite 115,mc-buildersllc.com,https://www.linkedin.com/company/mc-builders-llc,11-50,1M-5M,1,"We are a General Contractor headquartered in Chattanooga, TN specializing in general construction, specialized construction projects, minor or major remodels, expansions, renovations, and ongoing facility maintenance services to small firms and Fortune 500 companies alike. Our team of skilled profes","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Mccoy Homes,Construction,Chattanooga,TN,37421,112 Jordan Drive,mccoyhomesinc.com,https://www.linkedin.com/company/mccoy-homes,1-10,1M-5M,2,Our Chattanooga general contractors and Chattanooga custom home builders are experienced in all areas of home construction and home remodeling.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"McCright & Associates, LLC",Facilities Services,Chattanooga,TN,37403,928 Mccallie Avenue,mccright.com,https://www.linkedin.com/company/mccright-&-associates,51-200,10M-25M,1,"McCright & Associates is the trusted partner of choice for public housing authorities who demand product and service excellence. After conducting over 1,500,000 inspections across the nation, McCright understands the unique needs of the public housing industry. Based in Chattanooga, Tennessee, McCri","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MCKINNLEY EXCAVATING LLC,Construction,Chattanooga,TN,37408,411 West 21St Street,digchattanooga.com,https://www.linkedin.com/company/mckinnley-excavating-llc,11-50,1M-5M,1,Top Excavating company in the Chattanooga TN area.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MCS Facility Services,Facilities Services,Chattanooga,TN,37402,,mcschatt.com,https://www.linkedin.com/company/mcs-facility-services,11-50,1M-5M,1,"MCS is a Leading provider of cleaning offices, cleaning retail stores, cleaning medical, industrial facilities & other commercial cleaning applications.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MEG Controls,Facilities Services,Chattanooga,TN,37408,949 Taft Avenue,megcontrols.com,https://www.linkedin.com/company/meg-controls,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"MEI/AQUA TREAT, INC.",Environmental Services,Chattanooga,TN,37405,115 Parmenas Lane,aquatreat.net,https://www.linkedin.com/company/mei-aqua-treat-inc.,11-50,5M-10M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MERCURY CAB CO.,Truck Transportation,Chattanooga,TN,37406,901 Dodson Avenue,mercurycab.com,https://www.linkedin.com/company/mercury-cab-co.,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Metal Makers Classes,Construction,Chattanooga,TN,37408,1009 Taft Avenue,metalmakersclasses.com,https://www.linkedin.com/company/metalmakersclasses,11-50,1M-5M,1,MetalMakers is a welding/fabrication school and maker space. No certifications or previous experience required!,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MID-SOUTH EQUIPMENT,Construction,Chattanooga,TN,37421,1609 Church Road,midsouthequipment.com,https://www.linkedin.com/company/mid-south-equipment,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Midtown Lawn Care LLC,Landscaping Services,Chattanooga,TN,37411,4627 Shallowford Road,midtownlawns.com,https://www.linkedin.com/company/midtown-lawn-care-llc,1-10,500K-1M,1,"Midtown Lawn Care LLC is a company based out of Chattanooga, Tennessee","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Mint Condition Chattanooga,Facilities Services,Chattanooga,TN,37421,5959 Shallowford Road Suite 2056,mintconditionclean.com,https://www.linkedin.com/company/mint-condition-chattanooga,51-200,10M-25M,1,"Mint Condition provides commercial cleaning and disinfecting services to offices, facilities, churches, banks, gyms and more. We provide COVID-19 Sanitization including high touch point and electrostatic disinfecting. We offer the highest standard of commercial cleaning available. Our cleaning techn","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Miracle Method Surface Refinishing of Chattanooga,Facilities Services,Chattanooga,TN,37402,2600 East 30Th Avenue,miraclemethod.com,https://www.linkedin.com/company/miracle-method-surface-refinishing-of-chattanooga,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Mission Stone Tile- Chattanooga, TN",Wholesale Building Materials,Chattanooga,TN,37408,55 East Main Street,vksalonchatt.com,https://www.linkedin.com/company/mission-stone-tile--chattanooga-tn,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Monolith Landscape Design,Landscaping Services,Chattanooga,TN,37415,1915 Dayton Boulevard,monolithlandscapedesign.com,https://www.linkedin.com/company/monolith-landscape-design,1-10,500K-1M,1,"Serving East Tennessee since 2016 Although youll find our crew performing regular maintenance services every week, what we do, and how we do it, goes far beyond pruning bushes, cutting grass, and spreading mulch. Monolith Landscape Design is the result of backgrounds not only in landscaping and hard","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
MORGAN CONSTRUCTION COMPANY,Construction,Chattanooga,TN,37405,690 Manufacturers Road,morganconstruction.com,https://www.linkedin.com/company/morgan-construction-company-inc.,11-50,10M-25M,2,"Morgan Construction Company, Inc. is a Chattanooga, TN based commercial general contractor with a 40-year track record of successful project execution across a broad spectrum of project types. Project sites range from $1M to $60M and include retail, multi-family, office, distribution, institutional,","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Mountain City Construction Company, LLC",Construction,Chattanooga,TN,37421,6148 Lee Highway Suite 100,mtncityconstruction.com,https://www.linkedin.com/company/mountain-city-construction-company-llc,1-10,1M-5M,1,"Mountain City Construction Company, LLC is a licensed and insured construction company. We specialize in custom home building as well as home renovations. With over 30 years experience in the Chattanooga residential construction arena, our expertise shows through our quality workmanship.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Mpl Construction Company,Construction,Chattanooga,TN,37421,115 Cedar Lane,mplconstruction.com,https://www.linkedin.com/company/mpl-construction-company,11-50,10M-25M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Mr. Handyman of Chattanooga,Construction,Chattanooga,TN,37421,5959 Shallowford Road Suite 219,mrhandyman.com,https://www.linkedin.com/company/mr-handyman-of-chattanooga,11-50,1M-5M,1,"Mr. Handyman, a Neighborly brand, is your one stop shop for a wide range of home and business maintenance and repair solutions. Mr. Handyman service technicians are highly skilled craftsmen, so you know they will get the job done right the first time.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"NABCO Electric Company, Inc.",Construction,Chattanooga,TN,37407,2800 2Nd Avenue,nabcoelectric.com,https://www.linkedin.com/company/nabco-electric-co,51-200,10M-25M,2,"Founded in 1962, NABCO Electric is a large scale electrical contracting company based in Chattanooga, TN. NABCO primarily serves industrial, commercial, institutional, power generation, healthcare, transportation and infrastructure customers located in the southeast United States and beyond.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Naylor Engineering & Consulting, LLC",Facilities Services,Chattanooga,TN,37421,2288 Gunbarrel Road,naylor-ec.com,https://www.linkedin.com/company/naylor-engineering-consulting-llc,1-10,500K-1M,1,"Naylor Engineering & Consulting Specifying in Electrical System Studies, Arc Flash, and Electrical Safety Training.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"NEW BLUE CONSTRUCTION, INC.",Construction,Chattanooga,TN,37404,1600 East Main Street,newblueconstruction.com,https://www.linkedin.com/company/new-blue-construction-inc.,11-50,5M-10M,1,"Whether for home or business, full renovation or new construction, New Blue has built its reputation through dedicated craftsmanship to our projects and unwavering accountability to our clients. In partnership with some of our area's premier design professionals, we craft each client's vision one st","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Nooga Lawns,Facilities Services,Chattanooga,TN,37416,5100B Highway 58,noogalawns.com,https://www.linkedin.com/company/nooga-lawns,11-50,1M-5M,1,"Coccinelle Magasin Pas Cher Soldes. Magasinez La Derniere Collection. Livraison Express + Retours Gratuits! Karl Lagerfeld Pas Cher, Furla Sacs Prix. Vanessa Bruno Paris En Ligne, Decouvrez La Derniere Collection.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Nooga Strong Construction,Construction,Chattanooga,TN,37411,3711 Provence Street,buildnoogastrong.com,https://www.linkedin.com/company/nooga-strong-construction,51-200,10M-25M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Nooga Turf,Construction,Chattanooga,TN,,,nexgenlawns.com,https://www.linkedin.com/company/nooga-turf,1-10,1M-5M,9,"Nooga Turf is a locally-owned installer and supplier of synthetic grass! We strive to create beautiful spaces that stand the wear and tear of daily life. By supplying and installing synthetic grass, Nooga Turf provides the homeowner with a sustainable lawn that is free of pesticides and is always gr","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Norris and Son, Inc.",Construction,Chattanooga,TN,,4015 Calhoun Avenue,norrisrefractory.com,https://www.linkedin.com/company/norris-and-son-inc-,51-200,10M-25M,1,"Refractory Contractor located in Chattanooga, TN servicing industrial clients throughout the United States. Established in 1946, extensive experience with refractory installations in pulp and paper, chemical, metals, cement, power generation.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
NOW Freight,Truck Transportation,Chattanooga,TN,37408,1500 Chestnut Street Suite 106,nowfreight.us,https://www.linkedin.com/company/now-freight,11-50,1M-5M,1,"Insightful forecasting. Real time tracking. Technology driven results. WE SOLVE PROBLEMS. NOW Freight is a technology enabled, on-demand 3PL logistics provider that's rewriting the book on freight brokerage. Using proprietary technology and predictive algorithms powered by historical and current spo","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Oasis Glass Tinting,Construction,Chattanooga,TN,37421,2114 Chapman Road,oasisglasstinting.com,https://www.linkedin.com/company/oasis-glass-tinting,11-50,1M-5M,1,"Here at Oasis, we believe in giving you a superior product in an honest up-front manner. We consider ourselves Chattanooga's only window tinting specialist.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Office Pride Commercial Cleaning of Chattanooga,Janitorial Services,Chattanooga,TN,37416,6130 Preservation Drive Suite B,officepride.com,https://www.linkedin.com/company/office-pride-commercial-cleaning-of-chattanooga,51-200,10M-25M,1,Office Pride delivers the highest level of commercial cleaning and janitorial services and total floor care to our customers. Our independently owned and operated Office Pride franchise offers flexible schedules with hours that will not interfere with daily business activities. Cleaners show up unif,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Olympus Cleaning,Facilities Services,Chattanooga,TN,37421,7200 Shallowford Road Number 106,olympuscleaning.com,https://www.linkedin.com/company/olympus-cleaning,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Osteen Construction, LLC",Construction,Chattanooga,TN,37409,4637 Guild Trail,osteenconstruction.com,https://www.linkedin.com/company/osteen-construction-llc,1-10,1M-5M,1,"A Certified Aging in Place Construction firm, were with you every step of the way to design a functional, beautiful space to suit you now and in the future, so you can enjoy living in your home for as long as possible. Weve worked in construction for over 25 years, specializing in historic areas and","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Overlooked Materials,Environmental Services,Chattanooga,TN,37404,951 South Watkins Street,overlookedmaterials.com,https://www.linkedin.com/company/overlooked-materials,1-10,500K-1M,1,"The legacy glass recycling model for the Chattanooga area is broken: *Glass is not collected curbside in residential single stream bins, and with good reason. During transit and processing, glass is often crushed into small shards and gets embedded into other recyclable commodities like paper, plast","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Oxy Green,Facilities Services,Chattanooga,TN,37421,2288 Gunbarrel Road,oxygreencarpetcleaningchattanooga.com,https://www.linkedin.com/company/oxy-green,11-50,1M-5M,1,"Owner/Operator Low moisture Carpet, Upholstery, Hardwood Floor and Boat Cleaning Company. We service the entire Chattanooga Metro area and surrounding areas.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"P&C Construction, INC.",Construction,Chattanooga,TN,37402,1037 West Main Street,pc-const.com,https://www.linkedin.com/company/p&c-construction-inc-,51-200,10M-25M,1,"P&C Construction is a nationally awarded construction services company based out of Chattanooga, TN. P&C provides exceptional construction, engineering, design, and building services to owners, developers, construction managers, engineers, and architects in a wide range of markets. P&C services incl","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Papa Services,Facilities Services,Chattanooga,TN,37404,1311 Bennett Avenue,papaservices.com,https://www.linkedin.com/company/papa-services,11-50,1M-5M,1,"You Call, We Haul!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Patriot Concrete, LLC",Construction,Chattanooga,TN,37421,3707 Ocoee Street Suite 109,patriotconcrete.co,https://www.linkedin.com/company/patriot-concrete-llc,11-50,1M-5M,1,"Patriot Concrete provides complete concrete contracting services for residential and commercial. We specialize in stamped concrete, driveways, patios, retaining walls and pool decks.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Paul Davis Restoration of Chattanooga,Construction,Chattanooga,TN,37421,1916 Circle Drive,pauldavis.com,https://www.linkedin.com/company/paul-davis-restoration-of-chattanooga,11-50,1M-5M,1,"If your property is damaged, Paul Davis is here to answer the call and provide immediate cleanup services. It doesnt matter if its fire, flood, mold or a storm, you can call Paul Davis Emergency Services at any time. When you get in touch with us, we try to answer your call within 30 minutes and get","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
PAVE/X Show,Construction,Chattanooga,TN,37402,1 Carter Plaza,pavexshow.com,https://www.linkedin.com/company/pave-x-show,51-200,10M-25M,1,"PAVE/X Pavement Experience brings contractors and vendors together through high quality curated education, live equipment demonstrations and networking opportunities that connect the right buyers and sellers, maximizing the entire experience of both attendees and event supporters.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
PCR Tree Service,Facilities Services,Chattanooga,TN,37421,7610 East Brainerd Road,chattanoogatreeservice.com,https://www.linkedin.com/company/pcr-tree-service,11-50,1M-5M,3,"Roberts Tree Service specializes in complete tree service, including tree removal, tree pruning, tree trimming, stump removal and emergency storm damage.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Peppers Construction,Construction,Chattanooga,TN,37408,2106 Fort Street,benpeppers.com,https://www.linkedin.com/company/peppersconstruction,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Perfection Floors,Construction,Chattanooga,TN,37412,433 Pine Bluff Drive,perfectionfloortile.com,https://www.linkedin.com/company/perfection-floors,1-10,1M-5M,1,"Perfection Floor Tile is the global leader in the design and manufacture of Polyvinyl floors. Flooring products include PVC, laminate, and vinyl. Floors are both available for residential and commercial applications.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
PGC LLC,Construction,Chattanooga,TN,37421,1300 Premier Drive Suite 150,pointegc.com,https://www.linkedin.com/company/pointe-general-contractors-llc,11-50,1M-5M,1,Pointe General Contractors is a full service general contractor that constructs projects ranging from small interior office renovations to multi-million dollar developments. We approach each opportunity with the same attention to detail as if we were building the structure for ourselves. Pointe prov,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Phaltless Inc,Construction,Chattanooga,TN,37406,2611 Riverside Drive,phaltless.com,https://www.linkedin.com/company/phaltless-inc,11-50,10M-25M,3,"Phaltless Inc is a construction company based out of 2611 Riverside Dr, Chattanooga, TN, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Pillar Construction,Construction,Chattanooga,TN,37409,3800 Street Elmo Avenue Suite 233,pillarco.com,https://www.linkedin.com/company/pillarconstruction,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Piping Supply Company,Construction,Chattanooga,TN,37406,3008 North Hickory Street,pipingpvf.com,https://www.linkedin.com/company/piping-supply-company,1-10,1M-5M,3,"Piping Supply Company is a leading is a leading distributor of industrial pipe, valve, and fitting products located in Chattanooga Tennessee. We have been serving industrial, OEM, fabricator, and contractor accounts in the southeast since 1966.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Premium Lawncare & Landscaping,Facilities Services,Chattanooga,TN,37421,908 Graysville Road,premiumlandscaping.net,https://www.linkedin.com/company/premium-lawncare-&-landscaping,1-10,500K-1M,1,"Are you looking for landscape, lawn care & hardscape company you can trust? Call Premium Lawn & Landscaping today. Ask about weekly & biweekly maintenance!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Pro-Vision Construction Group,Construction,Chattanooga,TN,37408,2101 Chestnut Street,provisionchattanooga.com,https://www.linkedin.com/company/pro-vision-construction-group,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Quality Fence Company,Construction,Chattanooga,TN,37421,6020 Pinehurst Avenue,fence.net,https://www.linkedin.com/company/quality-fence-company,11-50,10M-25M,2,Chattanoogas oldest fence company. Quality Fence Company takes great pride in creating beautiful residential fences and efficient commercial fences. We install gates and openers.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
